,num_1,num_2,num_3,num_4,num_5,score_1,score_2,score_3,score_4,score_5,000300.SH,000905.SH,excess_300,excess_500,ls,1,1,1,1,1
2021/3/5,29,18,31,29,56,-0.00186972,0.011524889,0.011414366,-0.000598312,0.006144998,-0.003391589,0.000235864,0.009536588,0.005909134,0.005909134,1.007031768,1.142340063,1.611458379,1.281588526,1.990565179
2021/3/8,29,18,31,29,56,-0.003998148,-0.004816507,0.002966068,-0.003753398,-0.004997784,-0.034730562,-0.022970251,0.029732778,0.017972467,0.017972467,1.003005507,1.136837974,1.616238075,1.276778214,1.980616764
2021/3/9,29,18,31,29,56,-0.001994163,-0.000581043,0.001446413,-0.005020564,-0.013740064,-0.021460545,-0.023721271,0.007720481,0.009981207,0.009981207,1.001005351,1.136177422,1.618575822,1.270368067,1.953402963
2021/3/10,29,18,31,29,56,0.024367789,0.013422163,0.019099721,0.010077464,0.003914577,0.006560048,-0.00748854,-0.002645471,0.011403117,0.011403117,1.025397638,1.151427381,1.649490168,1.283170155,1.961049709
2021/3/11,47,22,20,29,39,0.001004104,0.006438629,0.006864806,0.005492993,0.013083103,0.024904019,0.025002227,-0.011820916,-0.011919124,-0.011919124,1.026427244,1.158840995,1.660813598,1.2902186,1.986706325
2021/3/12,47,22,20,29,39,0.000437741,0.000593038,0.000401245,0.006694463,0.001749261,0.00354119,0.001375963,-0.001791929,0.000373298,0.000373298,1.026876554,1.159528231,1.661479991,1.29885592,1.990181592
2021/3/15,47,22,20,29,39,0.016547509,-0.002119972,0.000694889,0.001844429,-0.002501816,-0.021537469,-0.007796052,0.019035653,0.005294236,0.005294236,1.043868803,1.157070064,1.662634535,1.301251568,1.985202524
2021/3/16,47,22,20,29,39,-0.000958689,0.003799074,0.001125843,0.001291638,0.006553858,0.008702145,0.003461362,-0.002148287,0.003092496,0.003092496,1.042868057,1.161465859,1.6645064,1.302932313,1.998213259
2021/3/17,47,22,20,29,39,0.000140439,0.008398371,0.00253891,-0.00271861,-0.00245996,0.004232817,0.004861797,-0.006692776,-0.007321757,-0.007321757,1.043014516,1.17122028,1.668732433,1.299390149,1.993297736
2021/3/18,40,24,19,22,54,-0.008904617,-0.005777064,-0.002938008,0.004672093,0.005693037,0.008020216,0.007790714,-0.00232718,-0.002097678,-0.002097678,1.033726872,1.164454065,1.663829683,1.30546102,2.004645653
2021/3/19,40,24,19,22,54,-0.004441636,-0.001999269,0.001626554,-0.002977617,-0.002938669,-0.026193315,-0.010720673,0.023254646,0.007782004,0.007782004,1.029135434,1.162126009,1.666535992,1.301573857,1.998754663
2021/3/22,40,24,19,22,54,0.004681574,0.00647193,0.00888333,0.004449857,0.010167569,0.009997823,0.015965263,0.000169746,-0.005797694,-0.005797694,1.033953407,1.169647207,1.681340382,1.307365674,2.019077139
2021/3/23,40,24,19,22,54,0.007398502,-0.002779533,-0.004932717,-0.006938981,-0.012590113,-0.009471738,-0.013720941,-0.003118375,0.001130828,0.001130828,1.041603114,1.166396133,1.673046806,1.298293888,1.993656729
