datetime,symbol,stock_close,convert_price,resale_price,interest,factor,factor_cross_percent,factor_ts_percent,factor_percent,new,new_cross_percent,new_ts_percent,new_percent
2023-08-17,110043.SH,5.44,5.43,100.0,0.0,0.0018416206261511192,0.6806167400881057,0.6964285714285714,0.6885226557583386,0.0018416206261511192,0.724669603524229,0.6964285714285714,0.7105490874764002
2023-08-17,110044.SH,5.81,6.82,102.0,0.284931506849,-0.14809384164222883,0.46916299559471364,0.4126984126984127,0.44093070414656316,-0.16712447688276788,0.4647577092511013,0.42857142857142855,0.44666456891126494
2023-08-17,110045.SH,7.32,6.1,101.8,0.177534246575,0.20000000000000018,0.8722466960352423,0.9464285714285714,0.9093376337319068,0.17672976588988587,0.8788546255506607,0.9444444444444444,0.9116495349975526
2023-08-17,110047.SH,2.27,2.37,103.0,1.479452054795,-0.04219409282700426,0.6134361233480177,0.37896825396825395,0.4962021886581358,-0.08325906354230539,0.5903083700440529,0.3611111111111111,0.475709740577582
2023-08-17,110048.SH,8.25,5.57,102.0,1.252602739726,0.4811490125673248,0.9449339207048458,0.9107142857142857,0.9278241032095658,0.4344907278520922,0.9449339207048458,0.9087301587301587,0.9268320397175023
2023-08-17,110052.SH,11.58,7.94,102.2,0.909589041096,0.4584382871536523,0.9405286343612335,0.6130952380952381,0.7768119362282357,0.41445456306917094,0.9383259911894273,0.6111111111111112,0.7747185511502692
2023-08-17,110053.SH,7.12,5.48,100.0,0.0,0.2992700729927007,0.9162995594713657,0.9603174603174603,0.9383085098944131,0.2992700729927007,0.9185022026431718,0.9603174603174603,0.9394098314803161
2023-08-17,110055.SH,25.28,15.59,102.0,0.769315068493,0.6215522771007056,0.9537444933920705,0.5575396825396826,0.7556420879658765,0.5778564603840985,0.9537444933920705,0.5555555555555556,0.754650024473813
2023-08-17,110058.SH,7.03,5.04,102.0,0.611506849315,0.39484126984126977,0.933920704845815,0.9027777777777778,0.9183492413117964,0.3593419614133473,0.933920704845815,0.9007936507936508,0.9173571778197329
2023-08-17,110059.SH,7.1,13.24,104.0,1.691506849315,-0.46374622356495476,0.09251101321585903,0.878968253968254,0.4857396335920565,-0.4926235868700545,0.08370044052863436,0.8650793650793651,0.47438990280399973
2023-08-17,110060.SH,4.63,4.17,102.0,1.208219178082,0.11031175059952036,0.8127753303964758,0.9801587301587301,0.896467030277603,0.07579779928546015,0.7951541850220264,0.9801587301587301,0.8876564575903783
2023-08-17,110061.SH,15.02,8.4,100.0,0.0,0.788095238095238,0.9669603524229075,0.9920634920634921,0.9795119222431998,0.788095238095238,0.9691629955947136,0.9920634920634921,0.9806132438291029
2023-08-17,110062.SH,17.1,22.66,102.0,1.064383561644,-0.24536628420123563,0.31497797356828194,0.5873015873015873,0.45113978043493463,-0.2678035906095444,0.30616740088105726,0.5833333333333334,0.4447503671071953
2023-08-17,110063.SH,2.27,2.37,102.5,1.019178082192,-0.04219409282700426,0.6134361233480177,0.37896825396825395,0.4962021886581358,-0.074755108263593,0.6035242290748899,0.3611111111111111,0.48231767009300053
2023-08-17,110064.SH,3.67,4.47,103.6,1.320547945205,-0.1789709172259507,0.3964757709251101,0.5,0.44823788546255505,-0.2174754146319996,0.3766519823788546,0.4642857142857143,0.4204688483322845
2023-08-17,110067.SH,5.6,6.02,100.0,0.348493150685,-0.06976744186046513,0.5814977973568282,0.9722222222222222,0.7768600097895252,-0.07299798040546379,0.6079295154185022,0.9722222222222222,0.7900758688203622
2023-08-17,110068.SH,16.88,10.12,102.0,0.604109589041,0.6679841897233203,0.9559471365638766,0.6349206349206349,0.7954338857422558,0.6256504699510352,0.9559471365638766,0.6309523809523809,0.7934497587581288
